ALI92G1065WRG_a.mp4	PK	go to the upper left of India to XXX
ALI92G1065WRG_a.mp4	LY	o to Africa go straight to the center<br>top of Africa<br>now where just were in Italy go straight back down to XXX<br>it's kind of square<br>it's right below the boot<br>it's square but has a little dip in the top of it<br>and it's at the very top center of Africa
ALI92G1065WRG_a.mp4	IT	and go right above that to XXX<br>the little tiny one<br>with the boot above
ALI92G1065WRG_a.mp4	BO	we're going to South America<br>go underneath Mexico<br>in the center of South America<br>there's there's like a medium size<br>country right in the middle<br>it is it is south and<br>west of Brazil<br>Brazil kind of goes around it a little bit<br>it's a it's kind of triangular but it's very bumpy
ALI92G1065WRG_a.mp4	NP	and go to the left of China<br>and at the bottom left of China<br>there's a tiny little strip<br>it just looks like a little a little line<br>it is to the east of Pakistan<br>it is northeast of India
ALI92G1065WRG_a.mp4	GY	South America<br>very top center of South America<br>right above Brazil<br>tiny little place<br>in the center<br>that kind of looks like a little person with arms<br>it's to the<br>east of the Bolivian Republic of Venezuela
ALI92G1065WRG_a.mp4	AT	to Europe<br>right above Italy<br>to the North east of Italy<br>slightly North but it's more West<br>kind of looks like a a little sperm it's like the right side of its sort of a rounded head shape and the left side of it has a little tail
ALI92G1065WRG_a.mp4	PG	there there are two little things that are that are linked two little countries linked together the one on the right XXX<br>it kind of looks like an anteater
ALI92G1065WRG_a.mp4	ZM	we're going to Africa South<br>not all the way South but<br>but part way down<br>directly below that one<br>is a small one that looks a little bit like a fetus<br>it is north of Botswana<br>it is east of Angola<br>it is west of Malawi
ALI92G1065WRG_a.mp4	CD	there's there's a really big country that's bigger than the other ones
ALI92G1065WRG_a.mp4	KZ	go to the right of Russian Federation and and then south of that<br>there's a a big country right underneath it called XXX<br>the left side of it kind of looks like a big head taking a bite out of water<br>and the right side just kind of like a turtle body
ALI92G1065WRG_a.mp4	FI	want you want to go north west<br>go to the Northwest part of Russian Federation and the next country<br>to the northwest of that is XXX<br>it is<br>to the east of Sweden<br>it is<br>a boot or a backwards l
ALI92G1065WRG_a.mp4	JP	to the east side of it<br>go down<br>under it to the east of China<br>there's an island<br>it looks like a like a curving line
ALI92G1065WRG_a.mp4	NG	go to Africa<br>to the West there's a a spot where Africa curves<br>on the west side and right in the neck of that curve there's a country called XXX<br>that is to the<br>south of Niger<br>and to the west of Chad<br>how about the east of Ghana<br>and the east of Togo<br>and the east of Benin<br>to the left side of Africa
A2M3FPQF852HW4_a.mp4	ID	north of Australia<br>left
A2M3FPQF852HW4_a.mp4	PK	Northwest of India
A2M3FPQF852HW4_a.mp4	LY	North Central Africa<br>east of Algeria<br>west of Egypt<br>North Africa<br>kind of rectangular
A2M3FPQF852HW4_a.mp4	BO	it is west of Brazil<br>it is in the middle<br>west of Brazil<br>it is fairly big
A2M3FPQF852HW4_a.mp4	NP	Northeast of India<br>it shares a border with India and China
A2M3FPQF852HW4_a.mp4	GY	it is in the northern part of South America<br>it is on top of Brazil<br>it is small<br>looks like a club
A2M3FPQF852HW4_a.mp4	AT	it is between Italy and Germany<br>it shares a border with Italy and Germany<br>it looks like a bird head
A2M3FPQF852HW4_a.mp4	SO	Eastern point of Africa<br>it is in East Africa<br>it is shaped like an arrow
A2M3FPQF852HW4_a.mp4	PG	it is northeast of Australia
A2M3FPQF852HW4_a.mp4	ZM	it's in southern Africa<br>it is east of Angola<br>it is u shaped<br>it is north of the Zimbabwe<br>it is south of the Democratic Republic of the Congo
A2M3FPQF852HW4_a.mp4	KZ	south of Russia<br>it's on the northwest part of Asia<br>it is large<br>shares a border with Russia<br>it looks like a horse's head
A2M3FPQF852HW4_a.mp4	FI	the very North part of Europe<br>its eastern border is Russia<br>its western border is Sweden<br>it is long
A2M3FPQF852HW4_a.mp4	JP	it is an island<br>east of Korea<br>it is an island<br>in the Pacific Ocean<br>it is southeast of Russia
A2M3FPQF852HW4_a.mp4	FR	it's directly south of the United Kingdom<br>it is in Western Europe<br>it shares a border with Germany and Portugal<br>it is sort of square
A2M3FPQF852HW4_a.mp4	IQ	it shares a border with Saudi Arabia and Iran<br>it is in the Middle East<br>Turkey borders it to the north
A1VAL7L9L79IN0_a.mp4	ID	it's above Australia<br>to the left
A1VAL7L9L79IN0_a.mp4	PK	it is right next to India on the left
A1VAL7L9L79IN0_a.mp4	LY	it's in Africa on the top coast<br>it is right above the boot of Italy<br>it's the big one in the middle
A1VAL7L9L79IN0_a.mp4	BO	South America<br>right next to Brazil<br>it's right next to Brazil<br>it's not by the coast<br>it's in the middle<br>it kind of looks like a bird head like it has a beak
A1VAL7L9L79IN0_a.mp4	NP	it's right next to India above it<br>it is on the opposite sides not Pakistan<br>it's on the right<br>right on top of it<br>it's more on top<br>is very small<br>kinda like a grain of rice
A1VAL7L9L79IN0_a.mp4	GY	its on top of Brazil<br>it looks kind of like a tree<br>it's towards the North<br>the north of Brazil
A1VAL7L9L79IN0_a.mp4	AT	it's the middle of Europe<br>it kinda looks like a pop<br>north east of Italy<br>like Northwest a little bit<br>looks like a pop
A1VAL7L9L79IN0_a.mp4	SO	that is the point of Africa on the east of the right<br>it's very Jagged kinda like a rhino horn<br>East um east of Africa the east coast of Africa like right in the middle<br>it's very pointy<br>it's the Jagged Edge
A1VAL7L9L79IN0_a.mp4	PG	it's above Australia<br>north of Australia<br>it's the East<br>it's the opposite side of Indonesia<br>its a small
A1VAL7L9L79IN0_a.mp4	ZM	that's the lower side of Africa<br>it is above Zimbabwe<br>if you go to South Africa<br>if you go north<br>two countries thats uh XXX<br>I guess like a fetus<br>a peanut
A1VAL7L9L79IN0_a.mp4	ZW	and if you go North to countries thats XXX
A1VAL7L9L79IN0_a.mp4	KZ	below Southeast Southwest of Russia<br>very large<br>it is Northwest of China<br>I guess like a dragon or like a turtle<br>like it has like a mouth
A1VAL7L9L79IN0_a.mp4	FI	that's on Northside of Europe<br>basically you have Norway on the left<br>Sweden in the middle and next XXX
A1VAL7L9L79IN0_a.mp4	JP	XXX is the islands<br>on the east of China and Russia<br>it's a long chain of islands
A1VAL7L9L79IN0_a.mp4	NG	on the west coast of Africa<br>is right on the curve on the West Coast<br>like right in the middle<br>is a large state<br>again it's on the west coast of Africa<br>you know that turn over there to curve<br>right there in the middle<br>like right in the uh where curve is<br>it kind of has like a low Point coming out
A1VAL7L9L79IN0_a.mp4	FR	it's on the west coast of Europe<br>it's in the middle<br>it's right below the United Kingdom<br>kinda has two points coming out<br>its the west of Italy<br>it's on the west coast of Europe
A1VAL7L9L79IN0_a.mp4	IQ	that's in the Middle East<br>it's above Saudi Arabia<br>it's above Saudi Arabia<br>in the middle of the Middle East<br>it is kind of medium sized country<br>it looks kind of like a heart<br>a heart that's turned<br>is right there on the east<br>the Syrian Arab Republic is on the west of XXX<br>Northwest<br>its is right there<br>its the next country on the Northwest
A1VAL7L9L79IN0_a.mp4	IR	east of Iraq
A1VAL7L9L79IN0_a.mp4	IE	Island<br>its the island on the west coast of Europe<br>uh island
A1CTUG0RUGCY48_a.mp4	PK	If you look at India it's to its upper left
A1CTUG0RUGCY48_a.mp4	LY	XXX XXX XXX is actually directly south of Italy<br>in Africa<br>it's directly south<br>directly south of Italy which you just clicked<br>it's in the northern end of Africa directly<br>in the middle on the water<br>it looks rectangular<br>it has on the top it has a little indentation filled with water
A1CTUG0RUGCY48_a.mp4	BO	that's in South America<br>in the dead set in the middle of South America<br>and it's directly to the left of Brazil<br>it's the landmass that isn't touching the water at all<br>there's two of them the fit that description it's the one to the North and the bigger one
A1CTUG0RUGCY48_a.mp4	BR	South America
A1CTUG0RUGCY48_a.mp4	NP	but there's a part of India Which is higher<br>it's on it's like upper right border<br>it's to the right of part of India<br>it's above most of India<br>it's it's very tiny land mass compared to India and China<br>it looks like a cylinder<br>like a squished cylinder
A1CTUG0RUGCY48_a.mp4	GY	t's a little tiny country on the Northern tip of South America<br>yes South America<br>it's to the right of Bolivia<br>it's to the right of Venezuela<br>looks like a human being actually<br>it has like a head and some arms
A1CTUG0RUGCY48_a.mp4	AT	which is north of Italy<br>south of Germany<br>south of the Czech Republic<br>it's the North of italy<br>it's above Slovenia<br>it looks like a circle with a little<br>it actually looks like a sperm
A1CTUG0RUGCY48_a.mp4	SO	in South Africa<br>in South Africa er in Africa<br>all the way on the right hand side<br>right or east most part Africa<br>it's on the water<br>east of South Africa<br>of Africa
A1CTUG0RUGCY48_a.mp4	PG	it's directly above Australia<br>and to the right of Indonesia
A1CTUG0RUGCY48_a.mp4	ZM	it's in South Africa<br>it's directly to the right of Angola<br>directly south of the Democratic Republic of the Congo<br>directly to the left of Malwi<br>and north of Zimbabwe<br>it's the South end of Africa<br>it's right in the middle<br>it's not touching the water at any point<br>kind of looks like a curled up baby
A1CTUG0RUGCY48_a.mp4	KZ	XXX which is directly south of Russia<br>and to the north of China<br>and to the left of Mongolia<br>it's to the north of Uzbekistan<br>look at like the right end of Russia<br>that's taking up the large amount of the Border space on Russia<br>XXX is on the left<br>then we have Mongolia on the right<br>it's the one on the far left or west XXX
A1CTUG0RUGCY48_a.mp4	FI	XXX is directly right of Sweden<br>it's directly west of the Russian Federation<br>north of Europe<br>directly south of Norway<br>looks like a boot
A1CTUG0RUGCY48_a.mp4	JP	XXX which is one of the rightmost countries on the map<br>its to the east of China<br>so the east of Korea both North and South<br>it's an island<br>completely surrounded by water
A1CTUG0RUGCY48_a.mp4	NG	so if you look at Africa<br>it's directly to the right of Benin<br>to the north west of Cameroon<br>and it south of Niger<br>where there is there's a giant indentation<br>in Africa<br>it's kind of right in what would be like the armpit of Africa<br>it's above Cameroon<br>border
A1CTUG0RUGCY48_a.mp4	FR	XXX is directly above Spain<br>XXX is directly above Spain in Europe<br>directly south of the United Kingdom
A1BIJGB7XA0GME_a.mp4	LA	south of China<br>it looks like it's a small country<br>it's east of Thailand<br>it looks like a cloverleaf
A1BIJGB7XA0GME_a.mp4	TR	it would be north of Syrian Arab Republic<br>borders Russian Federation<br>borders Georgia<br>and it's a big<br>flat piece of land
A1BIJGB7XA0GME_a.mp4	ES	it's on the Costa Del Sol<br>borders Portugal<br>it's across the Costa Del Sol of Morocco<br>it looks like a Flat Rock<br>south of France<br>north of Algeria<br>by the Rock of Gibraltar<br>it borders Portugal<br>it's south of France<br>it's across from Algeria<br>and Morocco<br>and borders the Mediterranean Sea
A1BIJGB7XA0GME_a.mp4	EG	it borders Libya<br>it's North of Sudan<br>it looks like a square<br>borders Israel and Palestine<br>across from Turkey
A1BIJGB7XA0GME_a.mp4	LY	it's next to Jordan
A1BIJGB7XA0GME_a.mp4	SY	it's next to Iraq and Jordan<br>it's by Egypt<br>it's a real small country<br>and it's East of Egypt<br>and it's right above Jordan
A1BIJGB7XA0GME_a.mp4	JO	East which would be XXX
A1BIJGB7XA0GME_a.mp4	IR	it's next to Iraq<br>borders turkey
A1BIJGB7XA0GME_a.mp4	AF	it's just to the east of it<br>Islamic Republic of Iran<br>it's right next to it<br>it's kind of curvy
A1BIJGB7XA0GME_a.mp4	TD	south of Egypt that we talked about<br>and it's right below Libya<br>it's just west of Egypt
AXT49VCFZDGW8_a.mp4	ZM	the country looks like fetus<br>it is below to the Democratic Republic of the Congo<br>towards the lower
AXT49VCFZDGW8_a.mp4	LY	shaped like a diamond at the bottom
AXT49VCFZDGW8_a.mp4	UA	this country is in Europe<br>and it is right next to Russia<br>right next to a sea
AXT49VCFZDGW8_a.mp4	FR	and it's right next to Spain<br>up the coast of the UK<br>kind of on the edge of the western tip of
AXT49VCFZDGW8_a.mp4	CU	this country is off the coast of Florida and America<br>it is right below Florida
AXT49VCFZDGW8_a.mp4	LA	this country is right below China
AXT49VCFZDGW8_a.mp4	NG	this country is in Africa<br>on the western coast<br>it is right above Cameroon<br>this country is below Niger<br>it's kind of shaped like a ball<br>next to Chad<br>and it kind of looks like it's in the central<br>right around where it starts to get up
AXT49VCFZDGW8_a.mp4	YE	it's right below Saudi Arabia<br>right next to Oman<br>this looks like an island<br>off of Africa<br>it kind of looks like a rabbit<br>XXX is right across from Eritrea
AXT49VCFZDGW8_a.mp4	TH	it is right above Indonesia<br>it is surrounded by Myanmar<br>it kind of looks like a blobby country with a tail
AXT49VCFZDGW8_a.mp4	DE	and it is right next to Poland<br>it looks like a Pac-Man
AXT49VCFZDGW8_a.mp4	ES	it's on the southern tip of<br>Europe<br>kind of like an upside down hat
AXT49VCFZDGW8_a.mp4	VN	it is a tiny skinny very skinny island<br>below China
AXT49VCFZDGW8_a.mp4	SO	That's the pointy<br>eastern tip of Africa
AXT49VCFZDGW8_a.mp4	CO	it's the first country Panama<br>if you're traveling through Mexico and you went through South America the first country you would encounter would be XXX
AXT49VCFZDGW8_a.mp4	CM	right next to Nigeria<br>it kind of looks like a puzzle piece
AXT49VCFZDGW8_a.mp4	PK	right next to India<br>right below Afghanistan<br>kind of like a dinosaur
AXT49VCFZDGW8_a.mp4	PL	one of the biggest round countries in Europe<br>biggest round countries in Europe<br>biggest round countries in Europe
AXT49VCFZDGW8_a.mp4	GY	it's a little tiny country<br>above Brazil<br>kind of like a little person standing
AXT49VCFZDGW8_a.mp4	SS	right below Sudan<br>central central part of Africa<br>got a leg shaped
A1AF25FCVKC87X_a.mp4	ZA	South<br>Africa
A2N9AKAOR17XB3_a.mp4	KP	it's right next to Japan<br>it's right next to China<br>it's next to Japan<br>it looks like
A2N9AKAOR17XB3_a.mp4	CM	it's a country in Africa<br>next to Nigeria
A2N9AKAOR17XB3_a.mp4	ET	on the western side of Africa<br>it looks like any other country<br>it's next to XXX
A2N9AKAOR17XB3_a.mp4	VN	XXX is south of China<br>it looks like a shoe<br>north of Malaysia<br>XXX is right against the ocean
A2N9AKAOR17XB3_a.mp4	CO	XXX is right South of Central America
A2N9AKAOR17XB3_a.mp4	SY	XXX is north of Africa to the right<br>it's a small<br>it's south of Turkey the country Turkey<br>it's north of Saudi Arabia<br>above Poland
A2NLAKN6UQK125_a.mp4	ZW	it's the third country from the left
A2NLAKN6UQK125_a.mp4	IR	up to the biggest country on top of Saudi Arabia<br>up to the biggest country on top of Saudi Arabia<br>and then over to the right it's pretty big
A2NLAKN6UQK125_a.mp4	CU	it's the strip of land right below Florida
A2NLAKN6UQK125_a.mp4	DE	above those two small countries is XXX
A2NLAKN6UQK125_a.mp4	SO	if you're looking at Africa it's a it's on the right side of Africa it's kind of like a check mark shaped<br>it's kind of round and it has like a triangle sort of on the
A2NLAKN6UQK125_a.mp4	CD	there's a really big country
A2NLAKN6UQK125_a.mp4	PL	it's the country bordering Germany to the right<br>the biggest one
A2NLAKN6UQK125_a.mp4	LY	it's the fourth country from the left
A2NLAKN6UQK125_a.mp4	YE	it's the one on the left<br>just a small sort of rectangle
A2NLAKN6UQK125_a.mp4	GY	bordering Brazil to the north<br>so it kind of almost looks like a little broccoli<br>looks like broccoli or something<br>it's the first one
A2NLAKN6UQK125_a.mp4	IQ	it's bordering Iran to the left<br>it's the one below that
A2NLAKN6UQK125_a.mp4	ET	it's bordering Somalia
A2NLAKN6UQK125_a.mp4	NG	it's the country right in the Curve<br>it's kind of like a blobby shape
A2NLAKN6UQK125_a.mp4	SY	it's shares its the the southern border is the northern border of Iraq
A2NLAKN6UQK125_a.mp4	TH	kind of South Eastern there is a country<br>that looks like a palm tree a little<br>a very small country
A21UA6O7ZFAIQJ_a.mp4	CO	it's in South America<br>it's the country in South America<br>that connects Central America to South America
A21UA6O7ZFAIQJ_a.mp4	LY	next to next to Egypt<br>it's a country in Northern Africa<br>is right on the Mediterranean Sea<br>it's the second country from the left<br>second country is XXX
A21UA6O7ZFAIQJ_a.mp4	CD	it's it's right in the middle of Africa<br>it's the largest country<br>in the middle of Africa
A21UA6O7ZFAIQJ_a.mp4	SS	it is North Northeast of the Democratic Republic of the Congo
A21UA6O7ZFAIQJ_a.mp4	ZM	XXX is southeast of the Democratic Republic of the Congo<br>South southeast<br>southeast of the Democratic Republic of the Congo is XXX<br>southeast of that is XXX
A21UA6O7ZFAIQJ_a.mp4	CF	one country above that is called XXX
A21UA6O7ZFAIQJ_a.mp4	TD	one country above that is called XXX<br>it's an amorphous landlocked shape<br>in the middle of Africa<br>Africa
A21UA6O7ZFAIQJ_a.mp4	DE	XXX is in Europe<br>XXX is the large country<br>that is in the middle of Europe<br>it has no particular shape<br>there is a very large country<br>just north of Switzerland
A21UA6O7ZFAIQJ_a.mp4	FR	now there is a very large country<br>to left of Switzerland
A21UA6O7ZFAIQJ_a.mp4	PK	XXX is Northwest of India
A21UA6O7ZFAIQJ_a.mp4	MM	southeast of India is a country called XXX<br>on the eastern border of India is a country called XXX
A21UA6O7ZFAIQJ_a.mp4	TH	southeast of Myanmar east of Myanmar is a country called XXX<br>on the eastern border of Myanmar is a country called XXX
A21UA6O7ZFAIQJ_a.mp4	IQ	XXX is in the Middle East of Earth<br>and on the right to the south southeast of turkey is XXX
A21UA6O7ZFAIQJ_a.mp4	GE	south of Russia is a country called XXX<br>it's very small
A21UA6O7ZFAIQJ_a.mp4	TR	south of Georgia is a country called turkey
A21UA6O7ZFAIQJ_a.mp4	SY	on the left side is the XXXn Arab Republic
A21UA6O7ZFAIQJ_a.mp4	IR	to the east of Iraq is a country called the Islamic Republic of XXX
A21UA6O7ZFAIQJ_a.mp4	AF	to the east of Iran is XXX<br>no particular shape<br>to the east of the Islamic Republic of Iran is a country called XXX
A21UA6O7ZFAIQJ_a.mp4	ZW	the country directly south of Zambia is XXX<br>looks like dot it looks like a blob<br>it looks like just a normal country shape<br>directly south of Zambia is XXX
A2KRYB8X46S77C_a.mp4	LY	next to Egypt<br>a triangle<br>south of Italy
A2KRYB8X46S77C_a.mp4	TD	south of Libya<br>A foot
A2KRYB8X46S77C_a.mp4	SY	south of Turkey<br>west of Iraq<br>in the Middle East<br>a football
A2KRYB8X46S77C_a.mp4	VN	directly south of China<br>looks like a snake
A2KRYB8X46S77C_a.mp4	NG	it is in Southwest Africa<br>it is next to the ocean<br>looks like a square<br>it is south of Niger<br>it is next to Cameroon<br>it is to the east of Brazil
A2KRYB8X46S77C_a.mp4	IQ	it is in the Middle East<br>west of Iran<br>it is next to Syria<br>looks like a heart
A2KRYB8X46S77C_a.mp4	PL	it is between Germany and the Ukraine<br>it is in Central Europe<br>large country<br>looks like a square
A2KRYB8X46S77C_a.mp4	ZW	it is in South East Africa<br>looks like a raindrop
A2KRYB8X46S77C_a.mp4	GY	it is in the northern part of South America<br>on the ocean<br>looks like a little plant
A2KRYB8X46S77C_a.mp4	OM	it is a small country<br>in the Middle East<br>South of Saudi Arabia<br>it is north of Yemen<br>it is across the sea from Iran<br>it is east of India
A2KRYB8X46S77C_a.mp4	YE	it is south of Saudi Arabia<br>it looks like a small box
A2KRYB8X46S77C_a.mp4	AF	it is in the Middle East<br>next to Iran and Pakistan<br>it is south of Turkmenistan<br>it looks like a small box<br>it is north of India<br>and west of China
A2KRYB8X46S77C_a.mp4	LA	it is a small country<br>directly south of China<br>and west of Vietnam
A2KRYB8X46S77C_a.mp4	DE	it is a large country<br>in Central Europe<br>next to Poland<br>it looks like Pac-Man
A2KRYB8X46S77C_a.mp4	KP	it is a small country<br>to the east of China<br>on the ocean
A2KRYB8X46S77C_a.mp4	IR	it is a large country<br>in the Middle East<br>west of Afghanistan<br>and east of Iraq
A2KRYB8X46S77C_a.mp4	PK	it is a large country<br>in Middle East<br>it is directly west of India
A2KRYB8X46S77C_a.mp4	CM	it is a small country<br>in Southwest Africa<br>it is south of Nigeria
A2KRYB8X46S77C_a.mp4	CD	it is the largest country<br>in Africa
A2KRYB8X46S77C_a.mp4	EG	XXX is in Africa<br>it is directly west of Saudi Arabia<br>it is south of Turkey<br>it is on the Mediterranean Ocean<br>it is to the east of Libya
A2KRYB8X46S77C_a.mp4	CU	it is in the Atlantic Ocean<br>directly south of the United States
A2KRYB8X46S77C_a.mp4	CO	XXX is south of Cuba
A2KRYB8X46S77C_a.mp4	TH	is south of India
A18DPL84V01L8N_a.mp4	TR	it is in the middle<br>right by Saudi Arabia<br>it looks like a rectangle<br>it's above Africa<br>next to Europe
A18DPL84V01L8N_a.mp4	EG	it's located on Africa<br>it looks like a square<br>it's at the top right of Africa
A18DPL84V01L8N_a.mp4	VN	it is on Asia<br>it's on the bottom right of Asia<br>to the right of India<br>it looks like a hook<br>it is located in Asia<br>it's by Thailand<br>it looks like a backwards C<br>it is below China<br>looks like a it looks like a letter J
A18DPL84V01L8N_a.mp4	DE	it's located in Europe<br>it looks like a circle or Pac-Man<br>it's in the middle of Europe
A18DPL84V01L8N_a.mp4	PK	it is in Asia<br>to the left of India<br>and it looks like a backwards L or J
A18DPL84V01L8N_a.mp4	LY	it is on Africa<br>it's in the top Center of Africa<br>it looks like a rectangle
A18DPL84V01L8N_a.mp4	SY	it is located on Asia<br>it is shaped like a small circle or rectangle<br>is below Turkey<br>it's above Jordan<br>and next to Iraq
A18DPL84V01L8N_a.mp4	UA	it is located in Europe<br>it looks like a long rectangle<br>it is next to Russia
A18DPL84V01L8N_a.mp4	AF	next to Asia and next to the Middle East<br>it's in the middle in between<br>it is next to Iran<br>and in between China and Iran<br>looks like a oval<br>in between China and Iran<br>it is above Pakistan<br>it looks oval
A18DPL84V01L8N_a.mp4	VE	it is located South America<br>it's at the top of South America<br>it looks like a oval<br>it is next to Panama and Colombia<br>to the right of Columbia<br>it's to the left of Guyana<br>it looks like a oval<br>it looks like a gun
A18DPL84V01L8N_a.mp4	PL	it looks like oval<br>it's located in the Middle East of Europe<br>looks it's next to Germany and Belarus<br>it looks like a oval
A18DPL84V01L8N_a.mp4	KP	located next to China above above South of Korea<br>the opposite of opposite of South Korea<br>it looks like a small gun
A18DPL84V01L8N_a.mp4	ZM	bottom of Africa<br>it's it looks like a circle
A18DPL84V01L8N_a.mp4	OM	it's next to Yemen<br>Yemen next to Yemen<br>it looks like a long rectangle<br>it's below United Arab Emirates<br>it's on the bottom right of Saudi Arabia<br>in the Middle East<br>it's next to Yemen<br>it looks like a rectangle<br>it's to the left of India across the sea
A18DPL84V01L8N_a.mp4	CM	this is in Africa<br>and it's in the middle of Africa<br>and it's looks like a rectangle or square<br>and it is next to Chad<br>and Nigeria<br>in Africa<br>to the left of the middle of Africa it looks like a rectangle<br>it looks like a rectangle<br>or Square looks like a square
A18DPL84V01L8N_a.mp4	SO	it's on Africa<br>it's on the far right of Africa
A18DPL84V01L8N_a.mp4	IQ	this is above Saudi Arabia<br>looks like a circle<br>it's in the middle between Iran and Jordan<br>it looks like an oval<br>looks like a oval<br>is in the Middle East<br>above Saudi Arabia<br>it's oval
A18DPL84V01L8N_a.mp4	CD	it is in the middle of Africa directly in the middle<br>looks like a large rectangle<br>looks like a head with a nose and a hat<br>looks like a rectangle<br>Africa<br>middle<br>Square
A18DPL84V01L8N_a.mp4	ZW	Africa on Africa at the bottom<br>and it looks like a circle
A18DPL84V01L8N_a.mp4	GY	it's on South America the top<br>and it looks like a cross
A18XFOKU5G1OL1_a.mp4	CU	an island<br>south of Florida
A18XFOKU5G1OL1_a.mp4	SO	it's in the middle of Africa<br>on the east Coast<br>looks like at 7
A18XFOKU5G1OL1_a.mp4	TH	in the middle of the Asia<br>south of China<br>it looks like there's an island below it as well as a continent above it<br>it's south of China<br>well-known Asian country
A18XFOKU5G1OL1_a.mp4	VE	it's in South America<br>on the North Coast<br>it looks like a country<br>North South America<br>near Brazil<br>north of Brazil<br>looks like a a T
